image_name,gpt4o_zero_shot,gpt4o_few_shot,gpt4o_cot,gpt4o_cot_reasoning,gemini_zero_shot,gemini_few_shot,gemini_cot,gemini_cot_reasoning,timestamp
why_did_the_electricity_escape_page_6.png,مفاجأة,مفاجأة,مفاجأة,"١( تعابير الوجه ولغة الجسد تظهر عيونًا واسعة وأفواه مفتوحة، مما يدل على الدهشة أو المفاجأة. العناصر السياقية مثل انقطاع التيار الكهربائي تعزز هذا الشعور.

٢( الشعور الأساسي الظاهر هو: مفاجأة.",خوف,خوف,خوف,"عيون الأطفال مفتوحة على مصراعيها، وأفواههم مفتوحة قليلاً. يبدو أنهم ينظرون إلى شيء ما على شاشة الكمبيوتر.

خوف",23/05/2025 20:09
kenan_and_watermelon_head_page_39.png,ثقة,ثقة,ثقة,"١. كنان يبدو واثقًا وهو يرفع رسمته بفخر، والمعلم يبدو متفاجئًا من اختياره لرسم المهرج.

٢. الشعور الأساسي الظاهر هو الثقة.",سعادة,ثقة,ثقة,"يرفع الطفل رسمته بفخر، وابتسامة المهرج في الرسمة تعكس ابتسامة الطفل في الفصل.  يبدو الطفل واثقًا من نفسه وفخورًا برسمته.

ثقة",23/05/2025 20:10
who_defeated_the_evil_of_extravagance_page_18.png,ثقة,ثقة,سعادة,"١. تعابير الوجه تظهر ابتسامة ولغة الجسد تشير إلى الراحة، مع وجود مصابيح مضيئة في الخلفية مما يدل على جو مريح وإيجابي.

٢. سعادة",سعادة,سعادة,ثقة,"ينظر الطفل لأعلى وابتسامة عريضة على وجهه، مما يدل على شعور إيجابي.  يبدو أنه يفكر في شيء ما أو يتحدث مع شخص ما، ويشير سياق النص إلى أنه يتحدث عن فعل الشيء الصحيح.",23/05/2025 20:14
why_did_the_electricity_escape_page_20.png,ثقة,ثقة,سعادة,"١. الطفل يبتسم ويحمل شمعة مضيئة، مما يدل على شعور إيجابي. الأب يظهر في الخلفية وكأنه يغادر ليجلب شيئًا آخر.

٢. الشعور الأساسي الظاهر هو سعادة.",سعادة,مكر,سعادة,"يظهر الطفل في الصورة وهو يبتسم ويحمل طبقًا به شمعة مضاءة، بينما يظهر الطفل الآخر من الخلف. يبدو أن الطفل الأول يحاول إخافة الطفل الآخر.",23/05/2025 20:15
who_defeated_the_evil_of_extravagance_page_19.png,سعادة,سعادة,سعادة,"١. الأطفال يبدون متحمسين ومبتهجين، حيث يقفزون ويضحكون، مما يدل على جو من المرح واللعب.

٢. الشعور الأساسي الظاهر هو السعادة.",سعادة,سعادة,سعادة,"الأطفال يقفزون ويغنون، ووجوههم مبتسمة. طفل واحد يصرخ ويشير بيده إلى الأعلى.",23/05/2025 20:17
kenan_and_watermelon_head_page_49.png,ثقة,ثقة,ثقة,"١. تعابير الوجه ولغة الجسد تدل على التركيز والمهارة، حيث تقوم الجدة برمي الكرات بمهارة أمام جمهور يبدو سعيدًا ومتحمسًا.

٢. الشعور الأساسي الظاهر هو ثقة.",سعادة,سعادة,سعادة,"تبتسم الجدة وتلوح بيدها، وتظهر تعابير وجهها ووضعيتها انفتاحًا وتفاعلًا إيجابيًا مع الموقف.  يحيط بها جمهور متحمس وقطع حلوى وألعاب ملونة، مما يعزز من أجواء البهجة والمرح.",23/05/2025 20:19
mama_the_storyteller_page_15.png,سعادة,سعادة,سعادة,"١. تعابير الوجه ولغة الجسد في الصورة تظهر شخصيات مبتسمة ومسترخية، مما يدل على جو من الراحة والفرح. العناصر السياقية مثل النجوم والألوان الزاهية تعزز هذا الشعور.

٢. الشعور الأساسي الظاهر هو السعادة.",سعادة,سعادة,سعادة,"الأم تحتضن ابنتها بحنان، والطفلة الأخرى ترفع يديها بفرح، وابتسامة عريضة على وجهها.  الفتاة الأخرى تضحك، وحتى القطة تبدو سعيدة.

سعادة",23/05/2025 20:20
tomorrow_I_will_be_page_38.png,مفاجأة,مفاجأة,مفاجأة,"١( تعابير الوجه تظهر دهشة، حيث الفم مفتوح والعينان واسعتان. لغة الجسد تشير إلى التوقف المفاجئ عن الرسم.

٢( الشعور الأساسي الظاهر هو مفاجأة.",مفاجأة,مفاجأة,مفاجأة,"يضع الطفل يده على فمه، وعيناه مفتوحتان على اتساعهما، وخداه محمران. يبدو أنه ينظر إلى شيء ما بتركيز.",23/05/2025 20:22
who_defeated_the_evil_of_extravagance_page_9.png,مفاجأة,سعادة,سعادة,"١. تعابير الوجه تظهر ابتسامة ولغة الجسد تدل على حركة نشطة، مما يشير إلى الحماس واللعب. العناصر السياقية مثل الألوان الزاهية والألعاب تدل على جو مرح.

٢. الشعور الأساسي الظاهر هو سعادة.",سعادة,سعادة,سعادة,"يبتسم الطفل ابتسامة عريضة، ويبدو متحمسًا وهو يقفز على الطاولة.  يبدو أنه يلعب لعبة مع نفسه، ويقلد والده في إطفاء الأنوار.",23/05/2025 20:23
mama_the_storyteller_page_7.png,سعادة,سعادة,سعادة,"١. الأطفال يظهرون تعابير وجه سعيدة ومتحمسة، يجلسون حول امرأة تقرأ لهم قصة، مما يدل على جو من الفرح والاهتمام.

٢. الشعور الأساسي الظاهر هو السعادة.",سعادة,سعادة,سعادة,"عيون مغلقة جزئيًا، ابتسامة خفيفة على الوجه، تعانق حيوانًا صغيرًا.  الأطفال من حولها يبدون سعداء.

سعادة",23/05/2025 20:25
tomorrow_I_will_be_page_15.png,مفاجأة,ترقب,مفاجأة,"١( تعابير الوجه ولغة الجسد تدل على الحيرة أو التفكير، حيث يضع الشخص يده على رأسه مع علامات تعجب واستفهام فوقه.

٢( الشعور الأساسي الظاهر هو مفاجأة.",ترقب,ترقب,ترقب,"يظهر الطفل وهو يضع يده على رأسه، وفوق رأسه علامتا استفهام وتعجب.  يبدو أنه يفكر في شيء ما، ويشعر بالحيرة.",23/05/2025 20:27
mama_the_storyteller_page_6.png,سعادة,سعادة,سعادة,"١. تعابير الوجه ولغة الجسد في الصورة تظهر الأطفال وهم يبتسمون ويلعبون، والمرأة تبدو واثقة وهي تحمل حقيبتها. العناصر السياقية مثل الألعاب والحيوانات تشير إلى جو من المرح والمفاجآت.

٢. الشعور الأساسي الظاهر هو سعادة.",سعادة,سعادة,سعادة,"تظهر السيدة ابتسامة خفيفة، وعيناها مفتوحتان قليلاً.  يبدو الأطفال من حولها سعداء ومتحمسين.

سعادة",23/05/2025 20:29
mama_the_storyteller_page_4.png,ثقة,ثقة,ثقة,"١. تعابير الوجه ولغة الجسد توحي بالثقة، حيث تقف المرأة وذراعاها متقاطعتان، مع نظرة ثابتة. العناصر المحيطة مثل الشمس المشرقة والطيور تضيف إلى الإحساس بالثقة.

٢. الشعور الأساسي الظاهر هو ثقة.",ثقة,ثقة,ثقة,"الفتاة تبتسم ابتسامة خفيفة، وعيناها مفتوحتان، وذراعاها متصالبتان.  يبدو أنها مرتاحة وواثقة من نفسها.",23/05/2025 20:30
mama_the_storyteller_page_13.png,ترقب,حزن,ترقب,"١. تعابير الوجه ولغة الجسد في الصورة تظهر شخصيات تبدو متأملة أو حالمة، مع وجود عناصر خيالية مثل السحب والكتب المفتوحة، مما يشير إلى حالة من التفكير العميق أو الحلم.

٢. الشعور الأساسي الظاهر هو: ترقب.",حزن,خوف,حزن,"الأطفال يبدون مترددين، وبعضهم يضع يده على خده، وآخر يهمس في أذن زميله.  يبدو أنهم يشعرون بالملل.",23/05/2025 20:32
why_did_the_electricity_escape_page_25.png,سعادة,سعادة,سعادة,"١. تعابير الوجه تظهر ابتسامة عريضة وعينين واسعتين، مع رفع اليد بإشارة تدل على الفرح. النص يشير إلى عودة الكهرباء، مما يضيف إلى الشعور بالفرح.

٢. الشعور الأساسي الظاهر هو سعادة.",سعادة,ثقة,سعادة,"يبتسم الطفل ابتسامة عريضة، عيناه مفتوحتان على اتساعهما، ويرفع إصبعه لأعلى.  يبدو متحمسًا وسعيدًا.",23/05/2025 20:34
why_did_the_electricity_escape_page_24.png,سعادة,سعادة,سعادة,"١. تعابير الوجه ولغة الجسد تظهر الفرح والبهجة، حيث يرفع الأطفال أيديهم ويبتسمون. النص يشير إلى عودة التيار الكهربائي مما يضفي سياقًا إيجابيًا.

٢. الشعور الأساسي الظاهر هو السعادة.",سعادة,سعادة,سعادة,"الأطفال يرفعون أيديهم ويضحكون، وعيونهم مغلقة أو شبه مغلقة. الأم تضع يدها على فمها وتضحك.",23/05/2025 20:35
why_did_the_electricity_escape_page_18.png,حزن,خجل,حزن,"١. تعابير الوجه ولغة الجسد تظهر القلق أو الحيرة، حيث يمسك الطفل رأسه ويبدو عليه الارتباك. السحابة التي تحتوي على رمز البرق تشير إلى التفكير في الكهرباء.

٢. الشعور الأساسي الظاهر هو حزن.",خوف,خوف,حزن,"يظهر الطفل حائراً ويفكر في شيء ما، وعلامات الحزن بادية على وجهه.  يبدو أنه يفكر في الكهرباء التي تبدو حزينة أيضاً.",23/05/2025 20:37
mama_the_storyteller_page_12.png,سعادة,سعادة,ترقب,"١. تعابير الوجه ولغة الجسد توحي بالاهتمام والاستكشاف، حيث يظهر شخص يقرأ الكتب ويبحث عن المزيد منها، مع وجود عناصر مثل الكتب المتناثرة والألوان الزاهية.

٢. الشعور الأساسي الظاهر هو ترقب.",سعادة,سعادة,مفاجأة,"عيون الفتاة مفتوحة على اتساعها وفمها مفتوح قليلاً، مما يدل على الدهشة والاهتمام.  تبدو وكأنها مندهشة من شيء ما.",23/05/2025 20:38
